operation_name,input_dim_0,input_dim_1,input_dim_2,size,computation_mean
relu,4,14,1,56,0.8704286
relu,3,5,28,420,1.0048301
relu,3608,1,1,3608,0.9187052999999998
relu,77366,1,1,77366,1.8905537000000003
relu,8459,597,1,5050023,50.8449733
relu,307,3,1,921,0.9188392000000001
relu,15,36,53,28620,1.8150177999999997
relu,24,34,95,77520,2.2562859
relu,29,1,1,29,0.8415625
relu,8,6,5,240,0.9796874000000001
relu,3531,1,1,3531,0.9211337
relu,95,1,1,95,0.8410176999999999
relu,1832,1,1,1832,0.8979910999999999
relu,4,26,9,936,1.0047053
relu,44,4,3,528,0.9257234999999999
relu,3,3,18,162,0.9165801
relu,9,3,103,2781,0.9995628
relu,2,2,3,12,0.8811159999999999
relu,10,30,6966,2089800,24.0752587
relu,8,4,28,896,1.0092855
relu,224641,1,1,224641,3.6687052
relu,82,7,4,2296,0.9901428000000001
relu,28,15,1,420,0.9595357999999999
relu,3,25,4,300,0.9264106999999999
relu,4,4,5,80,0.9078302999999999
relu,5161378,1,1,5161378,49.402553499999996
relu,3894980,1,1,3894980,38.6315623
relu,64479,1,1,64479,1.6845807000000002
relu,1781,1,1,1781,0.9036876999999999
relu,1891,2,1,3782,1.0369639999999998
relu,3622,1,1,3622,0.9376783
relu,14602122,1,1,14602122,131.7124373
relu,1091,14,36,549864,8.7701876
relu,13821904,1,1,13821904,124.83571420000001
relu,32589,1,1,32589,1.2873036
relu,184,6,3,3312,1.0104194999999998
relu,33,2,1,66,0.8414106
relu,52,4,486,101088,3.210143
relu,3,4,47,564,0.9238748999999998
relu,448235,1,1,448235,6.4529911
relu,14,17,1183,281554,5.2364377
relu,305298,1,1,305298,4.7205623
relu,3,6,37,666,0.953741
relu,416,1,1,416,0.8696251
relu,1698,23,50,1952700,21.7415805
relu,4074,1,1,4074,0.9613931000000001
relu,2,2,1,4,0.8421428000000001
relu,1,11081,1,11081,1.7703929999999999
relu,2,10,2,40,0.8959733
relu,22,104,44,100672,2.6520089
relu,1,583709,1,583709,43.6490086
relu,1270524,1,1,1270524,14.1722679
relu,11890621,1,1,11890621,108.532402
relu,10,70,724,506800,7.666258800000001
relu,137,1,1,137,0.8608479999999998
relu,24752,102,1,2524704,27.6184196
relu,19169,1,1,19169,1.2088927000000003
relu,3,7,5,105,0.942018
relu,3,496,1,1488,0.9294375999999998
relu,264830,60,1,15889800,148.80829479999997
relu,1,2,1,2,0.8389911
relu,5,3,1,15,0.8564463999999999
relu,16594,1,1,16594,1.1362946
relu,1608,141,22,4988016,51.629857300000005
relu,33,1,1,33,0.8415625999999999
relu,263,1,1,263,0.8491607999999999
relu,814396,1,1,814396,9.4475449
relu,9577201,1,1,9577201,88.85833019999998
relu,11,59,3,1947,1.0285535
relu,22577,1,1,22577,1.203027
relu,5,9,21,945,1.0415893
relu,2,4,29,232,0.8900091000000001
relu,3,153,1,459,0.9195446000000003
relu,2350203,1,1,2350203,23.8736874
relu,4,3,3,36,0.9137235
relu,3,18,7,378,0.9767680999999999
relu,5,194771,1,973855,17.175276599999997
relu,10,15,16,2400,1.1579732
relu,248712,1,1,248712,4.0637054
relu,99,18,1,1782,0.9395536
relu,214,8699,1,1861586,20.3119643
relu,4219,1,1,4219,0.9720088
relu,466,71,1,33086,1.3567231000000002
relu,46,1,1,46,0.8415534000000001
relu,23,125,11,31625,1.3594015999999998
relu,59,107,55,347215,6.3042767
relu,424941,21,1,8923761,93.69070539999998
relu,2,59,1,118,0.8573122999999999
relu,3,38635,1,115905,4.175678499999999
relu,484307,1,1,484307,6.8617142
relu,1392,1,1,1392,0.8938928
relu,149,3,1,447,0.9181967
relu,53094,1,1,53094,1.5550001999999998
relu,12,1,1,12,0.8642856999999999
relu,3,2,356,2136,1.0018751000000001
relu,2,3,4,24,0.8964288
relu,4,5,5,100,0.9358662000000001
relu,3210,1,1,3210,0.9185981000000002
relu,4,5,3,60,0.9522679000000001
relu,32,137,12,52608,2.1278303000000003
relu,873,1,1,873,0.8512771000000001
relu,4649,7,1,32543,1.3730446
relu,226,21,2,9492,1.3490002
relu,21,4,4,336,0.9358841999999999
relu,3052694,1,1,3052694,30.5784375
relu,31674,1,1,31674,1.2898661
relu,14,1078,14,211288,4.2077499000000005
relu,2569115,1,1,2569115,25.9968574
relu,125,38,126,598500,8.733419700000002
relu,20,3,3,180,0.9184286
relu,2,5,3,30,0.8960268000000001
relu,23,1,1,23,0.8415715
relu,46,3,1,138,0.8600000999999999
relu,10,19,1,190,0.9119911999999999
relu,66,2847,1,187902,3.5698391000000003
relu,1883437,1,1,1883437,20.4869913
relu,2,3678266,1,7356532,257.33345539999993
relu,10159559,1,1,10159559,92.9261697
relu,124672,1,1,124672,2.4808483
relu,185,1,1,185,0.8407414000000001
relu,92095,1,1,92095,2.0555536
relu,4,7,86,2408,0.9561249
relu,383675,1,1,383675,5.6829909999999995
relu,4,11,8,352,0.9501516000000001
relu,1153951,1,1,1153951,12.945428700000003
relu,6701,258,1,1728858,18.448847999999998
relu,476155,1,1,476155,6.7827054
relu,4,2524,1,10096,1.1047321
relu,120137,1,1,120137,2.4335803
relu,5,204,12,12240,1.1667323
relu,5,4,95,1900,0.9652855999999999
relu,2284448,1,1,2284448,23.1860984
relu,1,5993855,1,5993855,428.6900001
relu,101340,1,1,101340,2.2530091
relu,2,277,1,554,0.914991
relu,38,12,3,1368,1.038705
relu,608104,1,1,608104,8.3312858
relu,4117,3,1,12351,1.2695535999999998
relu,25074,1,1,25074,1.2243927
relu,3166,1,1,3166,0.9304017
relu,1,1013,1,1013,0.9570270000000001
relu,20693,1,1,20693,1.1575624
relu,684,1,1,684,0.8701963999999999
relu,262238,1,1,262238,4.1786963
relu,184,122,1,22448,1.2007054
relu,13,17,17,3757,1.3205806
relu,58787,1,1,58787,1.6279997000000002
relu,330,1,1,330,0.8504194999999999
relu,4106151,1,1,4106151,40.8328394
relu,4,543,1,2172,0.9657139999999999
relu,319,6993,1,2230767,24.0082944
relu,18,68,42,51408,2.3058572
relu,458,1,1,458,0.8497319999999998
relu,1,961,1,961,0.9682411000000002
relu,1,102653,1,102653,8.700589
relu,1,88287,1,88287,7.8852945000000005
relu,70275,2,1,140550,6.3658481
relu,871,15587,1,13576277,120.61126800000002
relu,40,1,1,40,0.8555536
relu,5,3,3,45,0.9295894
relu,16,7,68,7616,1.0517144
relu,2,4,5,40,0.9071607
relu,40703,1,1,40703,1.4138750999999998
relu,32,3,1584,152064,2.9158839
relu,6659,5,1,33295,1.5764645000000002
relu,152881,1,1,152881,2.8278571
relu,237221,4,1,948884,19.239857
relu,11,1,1,11,0.8545269
relu,10,19,15,2850,1.1738305000000002
relu,305,1,1,305,0.8494287
relu,13090349,1,1,13090349,118.24886619999998
relu,276368,1,1,276368,4.355017600000001
relu,5,5,3,75,0.9725807000000002
relu,114,9,4,4104,0.9974017000000002
relu,4,9,5,180,0.9434467000000002
relu,8,229,1,1832,0.8991337999999999
relu,13,5,4,260,0.9369733
relu,102,77767,1,7932234,75.8028571
relu,239,15,24,86040,2.1034195
relu,601342,1,1,601342,8.3274375
relu,6869,463,1,3180347,31.8421785
relu,8,314,1,2512,0.9108482
relu,2,24,1480,71040,1.7905444
relu,6,24,1,144,0.8740266999999999
relu,1403790,1,1,1403790,15.486142899999999
relu,619783,1,1,619783,8.5241516
relu,1063140,1,1,1063140,12.0738393
relu,146416,2,1,292832,11.6064197
relu,1,1094,1,1094,1.0004556
relu,560076,1,1,560076,7.824276899999999
relu,5638,1,1,5638,1.014875
relu,5,12,15,900,1.0421787
relu,2406174,1,1,2406174,24.3558572
relu,5,9,11,495,0.9985535999999998
relu,6,11,3,198,0.9412772
relu,49,12,1,588,0.9364108
relu,14998,1,1,14998,1.0841428
relu,4,41,19,3116,1.0771336
relu,440281,1,1,440281,6.400714400000001
relu,27317,1,1,27317,1.2158573000000001
relu,113,35,43,170065,3.5871427
relu,1,151,1,151,0.8796963
relu,4,5,2,40,0.9112859999999999
relu,10,9,441,39690,1.8554285
relu,7791031,1,1,7791031,72.5001786
relu,1,141,1,141,0.881
relu,5,11,374,20570,1.3334195999999998
relu,417,1,1,417,0.8765623999999999
relu,4,4,7,112,0.9511607000000002
relu,26439,1,1,26439,1.2269554
relu,10891814,1,1,10891814,99.5681162
relu,50,20,2,2000,1.0576877
relu,166178,1,1,166178,3.0128838
relu,1252574,1,1,1252574,13.893973299999999
relu,47,230,1,10810,1.0302858000000001
relu,43,325,17,237575,4.7522679
relu,21,3,1,63,0.8835984
relu,5203,31,1,161293,3.0137321999999998
relu,209,9,4,7524,1.0872947
relu,12,105,229,288540,5.0860269
relu,1627,3529,1,5741683,55.17216079999999
relu,1,103,1,103,0.8414108999999999
relu,11902,1,1,11902,1.0368393
relu,102,145,1,14790,1.1544463
relu,19,43,1,817,0.9485535
relu,21,1,1,21,0.8415536000000001
