shape_idx ,dim_0 ,dim_1  ,size     ,actual_latency       ,predicted_latency    ,absolute_error         ,relative_error_pct
       84 , 3626 ,  1869 , 6776994 , 61.8474107          ,64.27800961470138    , 2.4305989147013776    ,  3.9299930056754624
       85 , 3627 ,  4067 ,14751009 ,131.5215804          ,131.62480129922562   , 0.10322089922561872   ,  0.07848210074095088
       86 , 8166 ,    30 ,  244980 ,  4.2040001          ,3.97895829037523     , 0.22504180962476994   ,  5.353040063552091
       87 , 2154 ,  3305 , 7118970 , 66.0728571          ,66.11340145977648    , 0.04054435977649007   ,  0.06136310968833535
       88 , 1153 ,  8177 , 9428081 , 87.02268769999999   ,86.98312596934363    , 0.03956173065635937   ,  0.04546139828816086
       89 ,  686 ,  2408 , 1651888 , 18.4711427          ,19.07550536263177    , 0.6043626626317682    ,  3.271928935028844
       90 ,  875 ,  1798 , 1573250 , 17.763562600000004  ,18.817189770157757   , 1.0536271701577533    ,  5.931395598300496
       91 ,   23 ,  8187 ,  188301 ,  3.3585714          ,5.010546561415163    , 1.6519751614151628    , 49.18684061369553
       92 , 2131 ,  6354 ,13540374 ,120.5462588          ,120.81320496289801   , 0.26694616289800877   ,  0.221447073974235
       93 , 1959 ,   924 , 1810116 , 20.4001249          ,18.845051460565482   , 1.5550734394345191    ,  7.622862345487498
       94 , 2565 ,  3641 , 9339165 , 85.8311518          ,87.06334699362696    , 1.2321951936269642    ,  1.4356037030682887
       95 , 4119 ,     1 ,    4119 ,  1.2264197          ,0.8864364350012159   , 0.33998326499878395   , 27.721608271522708
       96 , 1230 , 11898 ,14634540 ,130.56641069999998   ,132.29259812895415   , 1.7261874289541765    ,  1.3220761907290273
       97 , 2987 ,  2540 , 7586980 , 70.54               ,71.42443917899944    , 0.884439178999429     ,  1.253812275303982
       98 ,  330 , 21743 , 7175190 , 67.3494197          ,65.99278132033015    , 1.356638379669846     ,  2.0143282387774546
       99 ,  723 , 12139 , 8776497 , 82.2438303          ,81.37377176329508    , 0.8700585367049172    ,  1.0579012839397355
