kernel_name,dim_m,dim_n,dim_k,fusion_avg,fusion_min,fusion_max,fusion_stddev,sample_count
matmul_3584x3584x3584,3584,3584,3584,122.990203,122.455078,123.775078,0.40607634936110615,10
matmul_3584x3584x4096,3584,3584,4096,147.8960624,146.986406,148.96,0.6626782765648332,10
matmul_3584x4096x1024,3584,4096,1024,43.2949218,43.181328,43.551328,0.10966810182829884,10
matmul_3584x4096x1536,3584,4096,1536,62.5843046,62.17375,62.948828,0.2532377693544157,10
matmul_3584x4096x2048,3584,4096,2048,80.4473828,80.077422,80.712344,0.16980658252965433,10
matmul_3584x4096x2560,3584,4096,2560,103.0456718,102.590156,103.266328,0.21773861683618193,10
matmul_3584x4096x3072,3584,4096,3072,138.217039,137.948828,138.460078,0.1813853931256166,10
matmul_3584x4096x3584,3584,4096,3584,144.8564452,144.4525,145.187656,0.25825131875098906,10
matmul_3584x4096x4096,3584,4096,4096,161.6280156,160.980078,162.18875,0.3641498145211995,10
matmul_4096x1024x1024,4096,1024,1024,15.8806796,15.585078,16.105156,0.1552779572388391,10
matmul_4096x1024x1536,4096,1024,1536,21.4518126,21.3,21.587344,0.09629239268002629,10
matmul_4096x1024x2048,4096,1024,2048,27.4711954,27.304922,27.642422,0.1213582597767636,10
matmul_4096x1024x2560,4096,1024,2560,32.4930624,32.276328,32.605,0.10352435886753016,10
matmul_4096x1024x3072,4096,1024,3072,38.2163514,38.068672,38.56,0.1472355924996101,10
matmul_4096x1024x3584,4096,1024,3584,45.989773400000004,45.71125,46.231328,0.15048690835654438,10
matmul_4096x1024x4096,4096,1024,4096,51.0558046,50.70375,51.425234,0.18936302362522925,10
matmul_4096x1536x1024,4096,1536,1024,22.0520234,21.795156,22.246328,0.12457305871406452,10
matmul_4096x1536x1536,4096,1536,1536,30.3464454,30.195,30.51125,0.11544797398751647,10
matmul_4096x1536x2048,4096,1536,2048,39.5798828,39.0,40.083906,0.3321261127452773,10
matmul_4096x1536x2560,4096,1536,2560,45.7524374,45.548906,45.94625,0.14516668962586796,10
matmul_4096x1536x3072,4096,1536,3072,54.8294766,54.660078,55.021328,0.1278246052858717,10
matmul_4096x1536x3584,4096,1536,3584,65.1165624,64.489922,65.518906,0.2927867656781391,10
matmul_4096x1536x4096,4096,1536,4096,74.5560156,74.026328,75.123672,0.32737185667921964,10
matmul_4096x2048x1024,4096,2048,1024,28.5051876,28.39,28.618594,0.06306375748610829,10
matmul_4096x2048x1536,4096,2048,1536,38.0434608,37.662578,38.368828,0.1853421044284199,10
matmul_4096x2048x2048,4096,2048,2048,50.2475468,49.82125,50.46875,0.20500797498677348,10
matmul_4096x2048x2560,4096,2048,2560,59.981609399999996,59.77125,60.2375,0.17133429901167402,10
matmul_4096x2048x3072,4096,2048,3072,71.3862812,71.128828,71.731328,0.16783142940780538,10
matmul_4096x2048x3584,4096,2048,3584,84.8596484,84.520078,85.545,0.2786509357661997,10
matmul_4096x2048x4096,4096,2048,4096,97.7490546,97.201406,98.365,0.358705707491128,10
matmul_4096x2560x1024,4096,2560,1024,34.6086642,34.342344,34.8225,0.14418260765339758,10
matmul_4096x2560x1536,4096,2560,1536,47.3163202,46.90875,47.922578,0.3483835797603308,10
matmul_4096x2560x2048,4096,2560,2048,65.030203,64.586328,65.386406,0.2512288338799245,10
matmul_4096x2560x2560,4096,2560,2560,73.6685156,73.36875,73.97125,0.19100120023078146,10
matmul_4096x2560x3072,4096,2560,3072,87.8876484,87.460156,88.372422,0.28780533738360253,10
matmul_4096x2560x3584,4096,2560,3584,104.9490546,104.228672,105.505,0.38304462170474635,10
matmul_4096x2560x4096,4096,2560,4096,121.497578,120.74875,121.885156,0.37551572623378887,10
matmul_4096x3072x1024,4096,3072,1024,41.7870702,41.19,42.536328,0.4547808813634693,10
matmul_4096x3072x1536,4096,3072,1536,54.2447968,54.009922,54.433828,0.14611363574119662,10
matmul_4096x3072x2048,4096,3072,2048,69.8594218,69.584844,70.303828,0.23480125426212262,10
matmul_4096x3072x2560,4096,3072,2560,85.9961796,85.565,86.457734,0.25476210923186154,10
matmul_4096x3072x3072,4096,3072,3072,104.3809686,104.132656,104.543984,0.13164881116414778,10
matmul_4096x3072x3584,4096,3072,3584,124.6038906,124.038984,125.009922,0.31712673885940434,10
matmul_4096x3072x4096,4096,3072,4096,143.912578,143.2475,144.581484,0.42367195223663145,10
matmul_4096x3584x1024,4096,3584,1024,48.537531200000004,48.056172,49.243828,0.3829903005168101,10
matmul_4096x3584x1536,4096,3584,1536,69.301617,69.122734,69.500234,0.13639693235146197,10
matmul_4096x3584x2048,4096,3584,2048,85.2896406,85.06375,85.512578,0.17128503080226665,10
matmul_4096x3584x2560,4096,3584,2560,101.1976406,100.863906,101.51125,0.20856135294930397,10
matmul_4096x3584x3072,4096,3584,3072,120.949289,120.49625,121.459922,0.29329684426873837,10
matmul_4096x3584x3584,4096,3584,3584,146.0281562,145.667422,146.505078,0.30897041471521447,10
matmul_4096x3584x4096,4096,3584,4096,170.10578900000002,169.046172,171.273828,0.8162818734667872,10
matmul_4096x4096x1024,4096,4096,1024,55.5653046,55.311172,55.800156,0.14502820662677277,10
matmul_4096x4096x1536,4096,4096,1536,70.139539,69.732578,70.62875,0.2732266000394383,10
matmul_4096x4096x2048,4096,4096,2048,95.9728358,95.443828,97.1,0.5123504795599279,10
matmul_4096x4096x2560,4096,4096,2560,114.7213906,114.37375,114.91875,0.18262827130795894,10
matmul_4096x4096x3072,4096,4096,3072,137.3573436,137.003984,138.106328,0.35765502180210873,10
matmul_4096x4096x3584,4096,4096,3584,165.60103900000001,165.133672,166.13875,0.36869799244760115,10
matmul_4096x4096x4096,4096,4096,4096,189.2674452,188.877656,189.531172,0.20124263319507893,10
