kernel_name,dim_m,dim_n,dim_k,fusion_avg,fusion_min,fusion_max,fusion_stddev,sample_count,scale_sim_cycles
matmul_96x32x32,96,32,32,1.2122343,1.168594,1.3325,0.0495329971179234,20,414
matmul_96x32x48,96,32,48,1.2023047,1.136172,1.327344,0.0710661703048644,20,414
matmul_96x32x64,96,32,64,1.1725508,1.127578,1.317578,0.0541852801662475,20,414
matmul_96x32x80,96,32,80,1.1594531,1.128672,1.258672,0.0392914429975736,20,414
matmul_96x32x96,96,32,96,1.1677891,1.138594,1.286172,0.048086547034214,20,414
matmul_96x48x112,96,48,112,1.1954414,1.150156,1.356328,0.0675043529796412,20,430
matmul_96x48x128,96,48,128,1.1985898,1.157656,1.344922,0.0620976683277832,20,430
matmul_96x48x32,96,48,32,1.2469961,1.19875,1.389922,0.061701662860728,20,430
matmul_96x48x48,96,48,48,1.2293828,1.207578,1.335,0.0369869877284032,20,430
matmul_96x48x64,96,48,64,1.1957461,1.140156,1.315,0.0587939544277524,20,430
matmul_96x48x80,96,48,80,1.2096211,1.146172,1.336094,0.0712338257895857,20,430
matmul_96x48x96,96,48,96,1.2140976,1.15875,1.3675,0.0672550661025856,20,430
matmul_96x64x112,96,64,112,1.2005234,1.174922,1.316172,0.0464604715434755,20,446
matmul_96x64x128,96,64,128,1.213289,1.161406,1.341172,0.0642171667473163,20,446
matmul_96x64x32,96,64,32,1.2616055,1.224922,1.39875,0.0546509165055329,20,446
matmul_96x64x48,96,64,48,1.2474297,1.225078,1.356328,0.0419147929584218,20,446
matmul_96x64x64,96,64,64,1.2747422,1.230078,1.405,0.0587435673805181,20,446
matmul_96x64x80,96,64,80,1.1908281,1.156094,1.27875,0.0413384449098949,20,446
matmul_96x64x96,96,64,96,1.2394492,1.173828,1.403594,0.0783106208146694,20,446
matmul_96x80x112,96,80,112,1.2517617,1.216406,1.335,0.0454865561597455,20,462
matmul_96x80x128,96,80,128,1.222168,1.177422,1.339844,0.0610965860843132,20,462
matmul_96x80x32,96,80,32,1.257082,1.22625,1.381406,0.045163468078106,20,462
matmul_96x80x48,96,80,48,1.3111328,1.221328,1.397578,0.0711798286547974,20,462
matmul_96x80x64,96,80,64,1.2738242,1.228828,1.37625,0.0495118886048699,20,462
matmul_96x80x80,96,80,80,1.2875273,1.23375,1.415078,0.057166575329056,20,462
matmul_96x80x96,96,80,96,1.2598555,1.186328,1.368672,0.0695847561584545,20,462
matmul_96x96x112,96,96,112,1.2325976,1.193594,1.34,0.0437061173971887,20,478
matmul_96x96x128,96,96,128,1.2349805,1.188828,1.362578,0.0617199290372925,20,478
matmul_96x96x32,96,96,32,1.2734414,1.228828,1.38875,0.0543968248032335,20,478
matmul_96x96x48,96,96,48,1.2854765,1.249922,1.397578,0.0449727484588986,20,478
matmul_96x96x64,96,96,64,1.2936445,1.23875,1.43375,0.0642037880760612,20,478
matmul_96x96x80,96,96,80,1.2996757,1.233672,1.437578,0.0615240097327009,20,478
matmul_96x96x96,96,96,96,1.2224414,1.161406,1.362578,0.06622695862308,20,478
