kernel_name,avg_duration_us,min_duration_us,max_duration_us,stddev_duration_us,event_count,tuple_product
"binary_step_(96,32)",0.919143,0.887232,1.091429,0.067633,20,3072
"binary_step_(3584,)",0.917,0.884286,1.064286,0.05208,20,3584
"binary_step_(6144,)",0.916915,0.907142,0.994286,0.020012,20,6144
"binary_step_(128,32)",0.916567,0.877233,1.099911,0.073633,20,4096
"binary_step_(4864,)",0.916286,0.904286,1.024375,0.030298,20,4864
"binary_step_(2688,)",0.911438,0.9,0.968661,0.023047,20,2688
"binary_step_(64,32)",0.910071,0.882857,1.11991,0.061512,20,2048
"binary_step_(32,64)",0.910058,0.884285,1.034286,0.048553,20,2048
"binary_step_(32,128)",0.908357,0.887143,1.151429,0.061566,20,4096
"binary_step_(3200,)",0.908062,0.882857,1.021339,0.049168,20,3200
"binary_step_(2048,)",0.901518,0.861518,1.062946,0.068991,20,2048
"binary_step_(3840,)",0.901446,0.885803,1.082857,0.043241,20,3840
"binary_step_(32,32)",0.900728,0.882947,1.060089,0.041893,20,1024
"binary_step_(2176,)",0.900482,0.885714,1.018572,0.03782,20,2176
"binary_step_(3072,)",0.896415,0.885625,1.05134,0.036499,20,3072
"binary_step_(3328,)",0.89429,0.887143,0.95009,0.013314,20,3328
"binary_step_(3968,)",0.894165,0.885714,0.994375,0.023949,20,3968
"binary_step_(1152,)",0.892089,0.861518,1.037143,0.058529,20,1152
"binary_step_(2560,)",0.889272,0.885803,0.898482,0.002737,20,2560
"binary_step_(1536,)",0.888353,0.860089,1.044196,0.057077,20,1536
"binary_step_(1024,)",0.888232,0.861428,1.049911,0.054881,20,1024
"binary_step_(896,)",0.881393,0.854375,1.084375,0.065263,20,896
"binary_step_(1664,)",0.878585,0.860089,1.091429,0.052883,20,1664
"binary_step_(1920,)",0.875714,0.862857,1.042767,0.041175,20,1920
"binary_step_(512,)",0.875152,0.855625,1.071428,0.055259,20,512
"binary_step_(128,)",0.867223,0.851518,0.975625,0.035994,20,128
"binary_step_(1792,)",0.865438,0.858571,0.951339,0.020257,20,1792
"binary_step_(640,)",0.864764,0.855714,0.967143,0.024902,20,640
"binary_step_(768,)",0.864205,0.855625,0.975625,0.026262,20,768
"binary_step_(256,)",0.863692,0.854286,0.97,0.026674,20,256
"binary_step_(1280,)",0.862955,0.86,0.874286,0.003689,20,1280
"binary_step_(1408,)",0.862937,0.860089,0.865625,0.001257,20,1408
"binary_step_(384,)",0.862076,0.854375,0.925714,0.017366,20,384
