kernel_name,avg_duration_us,min_duration_us,max_duration_us,stddev_duration_us,event_count,tuple_product
"linear_(32,160)",1.0185,0.997232,1.187143,0.046435,20,5120
"linear_(80,8,8)",1.013723,0.960089,1.187232,0.080329,20,5120
"linear_(8,40,8)",1.009947,0.955803,1.190089,0.071023,20,2560
"linear_(104,8,8)",1.004772,0.957054,1.164197,0.04754,20,6656
"linear_(8,72,8)",1.003665,0.951518,1.200089,0.083496,20,4608
"linear_(8,8,112)",1.001348,0.957142,1.16,0.066893,20,7168
"linear_(8,8,128)",1.000353,0.955803,1.145625,0.066285,20,8192
"linear_(6400,)",0.998393,0.948571,1.147054,0.067341,20,6400
"linear_(40,8,8)",0.998219,0.957054,1.151428,0.067461,20,2560
"linear_(8,8,40)",0.99821,0.955804,1.171428,0.072116,20,2560
"linear_(8,88,8)",0.997861,0.954286,1.177143,0.072545,20,5632
"linear_(8,8,104)",0.994513,0.957142,1.167142,0.067451,20,6656
"linear_(64,8,8)",0.994348,0.958572,1.148571,0.061595,20,4096
"linear_(8,104,8)",0.993415,0.95009,1.171429,0.066346,20,6656
"linear_(8,8,56)",0.991299,0.957232,1.168572,0.065609,20,3584
"linear_(224,32)",0.990804,0.952768,1.202947,0.078278,20,7168
"linear_(8,8,72)",0.990598,0.957232,1.205714,0.067917,20,4608
"linear_(64,96)",0.990518,0.960089,1.158661,0.05205,20,6144
"linear_(7296,)",0.988777,0.945714,1.155803,0.074554,20,7296
"linear_(8,8,96)",0.988723,0.957232,1.174286,0.065528,20,6144
"linear_(72,8,8)",0.988589,0.958572,1.177143,0.066468,20,4608
"linear_(64,128)",0.987795,0.955803,1.221428,0.067607,20,8192
"linear_(112,8,8)",0.986987,0.957054,1.139911,0.055615,20,7168
"linear_(6784,)",0.986625,0.954286,1.134285,0.059819,20,6784
"linear_(8,32,8)",0.985129,0.955714,1.242946,0.068747,20,2048
"linear_(8,128,8)",0.98458,0.952858,1.181429,0.06909,20,8192
