operation_name,input_dim_0,input_dim_1,input_dim_2,size,computation_mean
relu,15516756,1,1,15516756,138.9119731
relu,2902439,1,1,2902439,29.143384000000005
relu,16216454,1,1,16216454,145.0411608
relu,6833022,1,1,6833022,65.05000880000001
relu,9889442,1,1,9889442,91.690143
relu,61847,1,1,61847,1.6992857999999997
relu,15068906,1,1,15068906,134.8951606
relu,15502512,1,1,15502512,138.8065711
relu,260942,1,1,260942,4.1923215
relu,7339502,1,1,7339502,68.43525910000001
relu,10018016,1,1,10018016,92.8993125
relu,3840548,1,1,3840548,38.1828485
relu,10105219,1,1,10105219,93.6888304
relu,5241911,1,1,5241911,50.1554288
relu,14234095,1,1,14234095,128.4109643
relu,15818732,1,1,15818732,141.5281429
relu,3105565,1,1,3105565,31.0964019
relu,37551,303,1,11377953,103.2397053
relu,6892157,1,1,6892157,65.57557139999999
relu,6823,2147,1,14648981,132.56415170000002
relu,55,56989,1,3134395,31.8708304
relu,45261,261,1,11813121,108.512714
relu,59,276021,1,16285239,155.1666786
relu,7733141,1,1,7733141,73.3798928
relu,3658520,1,1,3658520,36.4742679
relu,2733,953,1,2604549,26.815535699999998
relu,4053,3251,1,13176303,118.3090087
relu,1,2968487,1,2968487,213.8731337
relu,29,500230,1,14506670,143.3335712
relu,74473,89,1,6628097,67.4454464
relu,4523,1782,1,8059986,76.28384809999999
relu,65,232252,1,15096380,148.8168213
relu,1,2659469,1,2659469,191.80348220000002
relu,3498847,3,1,10496541,246.61445529999997
relu,9,1314799,1,11833191,185.1964105
relu,8837,1231,1,10878347,98.6842496
relu,8,1666080,1,13328640,120.34599089999999
relu,1,13148539,1,13148539,937.6610178000001
relu,5,1553231,1,7766155,113.40000890000002
relu,1,8072913,1,8072913,576.6938213999999
relu,2,1483927,1,2967854,105.40941079999997
relu,823066,15,1,12345990,118.95755350000002
relu,154,55937,1,8614298,83.2175804
relu,9868619,1,1,9868619,91.5055715
relu,1,11740486,1,11740486,837.4645714000001
relu,7901545,1,1,7901545,73.4891337
relu,19,640563,1,12170697,136.54742849999997
relu,5082481,2,1,10164962,354.55771430000004
relu,4280137,3,1,12840411,300.69699099999997
relu,2,658925,1,1317850,47.822991200000004
relu,605,25598,1,15486790,137.4627142
relu,304248,9,1,2738232,46.7171694
relu,3,2968671,1,8906013,210.014732
relu,407551,1,1,407551,5.9012946
relu,2,8351325,1,16702650,580.8837050999999
